metaanalysisid,Parameter,Estimate,StandardError,DF,tValue,Probt,Alpha,Lower,Upper,Gradient
35777,beta1,-5.5021,0,1000,I,<.0001,0.05,M,I,-1.47E81
35777,sig1,0.3352,,1000,,,0.05,,,16.5921
35777,beta2,-5.4240,,1000,,,0.05,,,1.488E81
35777,sig2,0.2239,0,1000,I,<.0001,0.05,M,I,0
35777,fz,6.7651,,1000,,,0.05,,,0.000077
36105,beta1,-2.8264,0,1000,I,<.0001,0.05,M,I,-2.5E81
36105,sig1,-0.4376,,1000,,,0.05,,,0.010913
36105,beta2,-3.4026,0,1000,I,<.0001,0.05,M,I,-0.00804
36105,sig2,-0.5940,,1000,,,0.05,,,-0.00936
36105,fz,6.4461,0,1000,I,<.0001,0.05,M,I,-0.00006
36108,beta1,-2.8735,,1000,,,0.05,,,9.48494
36108,sig1,-0.6631,0,1000,I,<.0001,0.05,M,I,1.78185
36108,beta2,-3.3194,,1000,,,0.05,,,-3.63779
36108,sig2,-0.9474,0,1000,I,<.0001,0.05,M,I,1.28977
36108,fz,6.6598,0,1000,I,<.0001,0.05,M,I,1.248E81
36110,beta1,-2.9743,0.2401,1000,-12.39,<.0001,0.05,-3.4454,-2.5032,0.000742
36110,sig1,-0.4695,0.3481,1000,-1.35,0.1777,0.05,-1.1525,0.2136,-0.00048
36110,beta2,-3.2865,0.2141,1000,-15.35,<.0001,0.05,-3.7066,-2.8664,-0.00040
36110,sig2,-0.8215,0.4720,1000,-1.74,0.0821,0.05,-1.7477,0.1048,-0.00068
36110,fz,5.7618,9.1043,1000,0.63,0.5270,0.05,-12.1039,23.6274,-0.00016
36113,beta1,-3.0417,0.1998,1000,-15.22,<.0001,0.05,-3.4338,-2.6496,-0.00008
36113,sig1,-1.3786,1.5702,1000,-0.88,0.3802,0.05,-4.4598,1.7027,0.000158
36113,beta2,-3.2046,0.1606,1000,-19.96,<.0001,0.05,-3.5198,-2.8895,0.000369
36113,sig2,-1.5175,0.5982,1000,-2.54,0.0113,0.05,-2.6913,-0.3437,0.000084
36113,fz,4.4327,,1000,,,0.05,,,-0.00032
36150,beta1,-3.0564,0.2923,1000,-10.46,<.0001,0.05,-3.6299,-2.4828,0.000245
36150,sig1,-0.8369,0.6912,1000,-1.21,0.2262,0.05,-2.1932,0.5194,0.000324
36150,beta2,-2.7476,0.3251,1000,-8.45,<.0001,0.05,-3.3856,-2.1096,0.000393
36150,sig2,-0.4216,0.4522,1000,-0.93,0.3514,0.05,-1.3089,0.4657,-0.00039
36150,fz,5.9446,,1000,,,0.05,,,-0.00006
36201,beta1,-3.2113,0,1000,I,<.0001,0.05,M,I,-0.01452
36201,sig1,0.07182,,1000,,,0.05,,,-0.00749
36201,beta2,-3.2601,,1000,,,0.05,,,0.042129
36201,sig2,-0.5319,,1000,,,0.05,,,-0.03457
36201,fz,6.3789,0,1000,I,<.0001,0.05,M,I,-0.00007
36265,beta1,-4.8047,0.5330,1000,-9.01,<.0001,0.05,-5.8508,-3.7587,0.035197
36265,sig1,0.1587,0.3869,1000,0.41,0.6817,0.05,-0.6005,0.9180,0.002397
36265,beta2,-4.6471,0.5269,1000,-8.82,<.0001,0.05,-5.6812,-3.6131,-1.69E81
36265,sig2,0.1876,0.3603,1000,0.52,0.6027,0.05,-0.5195,0.8947,-0.00300
36265,fz,6.4344,,1000,,,0.05,,,-1.29E81
36463,beta1,-4.1649,0.5796,1000,-7.19,<.0001,0.05,-5.3023,-3.0275,0.000479
36463,sig1,0.4034,0.3398,1000,1.19,0.2355,0.05,-0.2635,1.0702,-0.02597
36463,beta2,-3.2438,0.3620,1000,-8.96,<.0001,0.05,-3.9541,-2.5335,0.022979
36463,sig2,-0.08764,0.3697,1000,-0.24,0.8127,0.05,-0.8132,0.6379,-0.00553
36463,fz,6.3553,26.4276,1000,0.24,0.8100,0.05,-45.5047,58.2152,-0.00023
36465,beta1,-3.9972,,1000,,,0.05,,,0.000785
36465,sig1,0.3507,0,1000,I,<.0001,0.05,M,I,0.025652
36465,beta2,-3.1333,,1000,,,0.05,,,-0.02511
36465,sig2,-0.1546,0,1000,I,<.0001,0.05,M,I,-8.28E81
36465,fz,6.2490,0,1000,I,<.0001,0.05,M,I,-0.00026
36469,beta1,-3.6486,0.6406,1000,-5.70,<.0001,0.05,-4.9057,-2.3915,0.000040
36469,sig1,0.5523,0.3046,1000,1.81,0.0701,0.05,-0.04541,1.1499,0.000045
36469,beta2,-2.4419,0.4556,1000,-5.36,<.0001,0.05,-3.3360,-1.5478,0.000081
36469,sig2,0.2907,0.2881,1000,1.01,0.3131,0.05,-0.2746,0.8561,0.000014
36469,fz,0.7282,0.4709,1000,1.55,0.1223,0.05,-0.1958,1.6523,0.000086
36655,beta1,-9.3398,0,1000,I,<.0001,0.05,M,I,21.4499
36655,sig1,2.4250,,1000,,,0.05,,,143.517
36655,beta2,-9.1386,0,1000,I,<.0001,0.05,M,I,-25.7069
36655,sig2,2.2392,0,1000,I,<.0001,0.05,M,I,2.952E81
36655,fz,6.4125,0,1000,I,<.0001,0.05,M,I,1.29E81
36666,beta1,-3.7434,0,1000,I,<.0001,0.05,M,I,-2.02E81
36666,sig1,0.4812,,1000,,,0.05,,,0.032011
36666,beta2,-3.5607,,1000,,,0.05,,,-2.1E81
36666,sig2,0.7087,,1000,,,0.05,,,0.000363
36666,fz,6.4926,0,1000,I,<.0001,0.05,M,I,-0.00047
36702,beta1,-3.4731,0,1000,I,<.0001,0.05,M,I,0.000975
36702,sig1,0.3873,0,1000,I,<.0001,0.05,M,I,0.001263
36702,beta2,-2.9477,0,1000,I,<.0001,0.05,M,I,-0.00092
36702,sig2,0.4623,0,1000,I,<.0001,0.05,M,I,-0.00206
36702,fz,6.3377,,1000,,,0.05,,,-0.00013
36893,beta1,-2.4185,0.3697,1000,-6.54,<.0001,0.05,-3.1441,-1.6930,0.000025
36893,sig1,-0.3363,0.5211,1000,-0.65,0.5188,0.05,-1.3590,0.6863,0.000320
36893,beta2,-1.7058,0.2233,1000,-7.64,<.0001,0.05,-2.1440,-1.2676,-0.00007
36893,sig2,-1.0658,0.7894,1000,-1.35,0.1773,0.05,-2.6149,0.4834,-0.00015
36893,fz,1.6207,2.0662,1000,0.78,0.4330,0.05,-2.4339,5.6753,0.000119
36940,beta1,-4.8024,0,1000,I,<.0001,0.05,M,I,1.648E81
36940,sig1,0.2389,0,1000,I,<.0001,0.05,M,I,7.717E81
36940,beta2,-5.1777,0,1000,I,<.0001,0.05,M,I,-1.55E81
36940,sig2,0.9799,0,1000,I,<.0001,0.05,M,I,7.66416
36940,fz,6.2718,0,1000,I,<.0001,0.05,M,I,0.000120
36942,beta1,-3.7702,0.2855,1000,-13.21,<.0001,0.05,-4.3304,-3.2100,-0.00016
36942,sig1,-0.4495,0.4401,1000,-1.02,0.3073,0.05,-1.3130,0.4141,0.000106
36942,beta2,-3.8198,0.2528,1000,-15.11,<.0001,0.05,-4.3157,-3.3238,-8.86E-8
36942,sig2,-0.5160,0.4560,1000,-1.13,0.2581,0.05,-1.4108,0.3788,-2.57E-6
36942,fz,1.3516,1.7680,1000,0.76,0.4448,0.05,-2.1177,4.8210,0.000063
36981,beta1,-7.4190,0,1000,I,<.0001,0.05,M,I,-1.14E81
36981,sig1,1.2498,0,1000,I,<.0001,0.05,M,I,1.24983
36981,beta2,-7.7939,0,1000,I,<.0001,0.05,M,I,1.087E81
36981,sig2,1.3483,,1000,,,0.05,,,-0.80072
36981,fz,6.4027,0,1000,I,<.0001,0.05,M,I,-0.00011
36983,beta1,-3.7605,0.3048,1000,-12.34,<.0001,0.05,-4.3586,-3.1624,0.000050
36983,sig1,-0.3787,0.4370,1000,-0.87,0.3863,0.05,-1.2362,0.4788,-0.00011
36983,beta2,-3.9865,0.3077,1000,-12.96,<.0001,0.05,-4.5903,-3.3827,0.000025
36983,sig2,-0.3466,0.4491,1000,-0.77,0.4405,0.05,-1.2280,0.5348,-0.00011
36983,fz,2.5656,12.4834,1000,0.21,0.8372,0.05,-21.9310,27.0622,0.000025
36984,beta1,-3.7111,0.1646,1000,-22.54,<.0001,0.05,-4.0342,-3.3880,0.000292
36984,sig1,-0.7059,0.3426,1000,-2.06,0.0396,0.05,-1.3782,-0.03357,0.000218
36984,beta2,-3.9436,0.1723,1000,-22.89,<.0001,0.05,-4.2817,-3.6055,0.000340
36984,sig2,-0.7196,0.4036,1000,-1.78,0.0749,0.05,-1.5116,0.07238,-0.00035
36984,fz,5.7076,,1000,,,0.05,,,-0.00003
37061,beta1,-0.2354,,,,,,,,0
37061,sig1,1.0342,,,,,,,,0
37061,beta2,-0.09574,,,,,,,,0
37061,sig2,1.3705,,,,,,,,0
37061,fz,5.7131,,,,,,,,0
37604,beta1,-3.5499,0.3177,1000,-11.17,<.0001,0.05,-4.1734,-2.9264,0.004855
37604,sig1,-0.5437,0.5308,1000,-1.02,0.3060,0.05,-1.5854,0.4980,2.992E-6
37604,beta2,-4.0687,0.4675,1000,-8.70,<.0001,0.05,-4.9860,-3.1513,-0.00253
37604,sig2,-0.5461,0.8887,1000,-0.61,0.5390,0.05,-2.2900,1.1978,-0.00034
37604,fz,5.4914,16.4842,1000,0.33,0.7391,0.05,-26.8561,37.8389,-0.00002
37828,beta1,-4.6441,0.5945,1000,-7.81,<.0001,0.05,-5.8107,-3.4776,-0.00052
37828,sig1,0.3761,0.3217,1000,1.17,0.2426,0.05,-0.2551,1.0074,0.000198
37828,beta2,-4.0818,0.3735,1000,-10.93,<.0001,0.05,-4.8147,-3.3488,0.000333
37828,sig2,-0.2232,0.3292,1000,-0.68,0.4980,0.05,-0.8692,0.4228,0.000845
37828,fz,6.0229,,1000,,,0.05,,,-0.00043
37880,beta1,-4.9488,0.3173,1000,-15.59,<.0001,0.05,-5.5715,-4.3260,-0.00003
37880,sig1,-10.5520,2.4315,1000,-4.34,<.0001,0.05,-15.3234,-5.7806,-3.39E-8
37880,beta2,-4.6764,0.2786,1000,-16.78,<.0001,0.05,-5.2232,-4.1296,-0.00030
37880,sig2,-10.4572,,1000,,,0.05,,,1.077E-7
37880,fz,6.2233,,1000,,,0.05,,,1.15E-6
37914,beta1,-8.7173,,,,,,,,0
37914,sig1,1.9848,,,,,,,,0
37914,beta2,-8.0155,,,,,,,,0
37914,sig2,2.1084,,,,,,,,0
37914,fz,7.0285,,,,,,,,0
37921,beta1,-5.2568,0.4575,1000,-11.49,<.0001,0.05,-6.1546,-4.3591,-0.00003
37921,sig1,0.2402,0.3026,1000,0.79,0.4276,0.05,-0.3536,0.8340,-0.00002
37921,beta2,-5.4200,0.5102,1000,-10.62,<.0001,0.05,-6.4212,-4.4189,0.000094
37921,sig2,0.2513,0.3195,1000,0.79,0.4317,0.05,-0.3757,0.8783,0.000154
37921,fz,1.5468,1.3498,1000,1.15,0.2521,0.05,-1.1019,4.1955,-0.00001
37925,beta1,-4.4858,0.3734,1000,-12.01,<.0001,0.05,-5.2185,-3.7530,0.000373
37925,sig1,-0.2040,0.3734,1000,-0.55,0.5850,0.05,-0.9368,0.5288,-0.00041
37925,beta2,-5.0472,0.5485,1000,-9.20,<.0001,0.05,-6.1236,-3.9708,0.000351
37925,sig2,0.1015,0.3971,1000,0.26,0.7984,0.05,-0.6777,0.8806,0.000225
37925,fz,5.8718,,1000,,,0.05,,,-0.00027
37946,beta1,-4.4846,0.3804,1000,-11.79,<.0001,0.05,-5.2311,-3.7381,0.000161
37946,sig1,0.003119,0.2990,1000,0.01,0.9917,0.05,-0.5837,0.5899,-5.28E-6
37946,beta2,-7.3080,2.4433,1000,-2.99,0.0028,0.05,-12.1025,-2.5134,-0.00006
37946,sig2,1.1416,0.7052,1000,1.62,0.1058,0.05,-0.2424,2.5255,-0.00010
37946,fz,0.1723,0.5450,1000,0.32,0.7519,0.05,-0.8972,1.2419,0.000011
38351,beta1,-3.8497,0.4751,1000,-8.10,<.0001,0.05,-4.7821,-2.9173,-0.00039
38351,sig1,0.04754,0.3979,1000,0.12,0.9049,0.05,-0.7333,0.8284,0.000037
38351,beta2,-3.8524,0.5111,1000,-7.54,<.0001,0.05,-4.8553,-2.8495,0.000235
38351,sig2,0.1704,0.3805,1000,0.45,0.6543,0.05,-0.5763,0.9172,-0.00061
38351,fz,5.7524,10.9967,1000,0.52,0.6010,0.05,-15.8268,27.3317,-0.00004
38376,beta1,-3.8497,0.4751,1000,-8.10,<.0001,0.05,-4.7821,-2.9173,-0.00039
38376,sig1,0.04754,0.3979,1000,0.12,0.9049,0.05,-0.7333,0.8284,0.000037
38376,beta2,-3.8524,0.5111,1000,-7.54,<.0001,0.05,-4.8553,-2.8495,0.000235
38376,sig2,0.1704,0.3805,1000,0.45,0.6543,0.05,-0.5763,0.9172,-0.00061
38376,fz,5.7524,10.9967,1000,0.52,0.6010,0.05,-15.8268,27.3317,-0.00004
38766,beta1,-2.7792,0.4426,1000,-6.28,<.0001,0.05,-3.6478,-1.9106,0.021121
38766,sig1,0.2991,0.3522,1000,0.85,0.3959,0.05,-0.3921,0.9904,0.023562
38766,beta2,-2.7277,0.4313,1000,-6.32,<.0001,0.05,-3.5740,-1.8813,0.003414
38766,sig2,0.2472,0.3384,1000,0.73,0.4654,0.05,-0.4169,0.9112,0.000739
38766,fz,6.0252,6.1082,1000,0.99,0.3242,0.05,-5.9612,18.0116,-6.41E-6
38767,beta1,-2.2231,0.3613,1000,-6.15,<.0001,0.05,-2.9321,-1.5141,0.061480
38767,sig1,0.1401,0.3309,1000,0.42,0.6720,0.05,-0.5092,0.7894,-0.01840
38767,beta2,-2.0987,0.4090,1000,-5.13,<.0001,0.05,-2.9013,-1.2961,-0.05282
38767,sig2,0.3300,0.2850,1000,1.16,0.2471,0.05,-0.2292,0.8893,-0.02868
38767,fz,4.7007,16.9100,1000,0.28,0.7811,0.05,-28.4824,37.8838,-0.00085
38772,beta1,-2.4792,0.5948,1000,-4.17,<.0001,0.05,-3.6464,-1.3120,0.000134
38772,sig1,0.5001,0.3969,1000,1.26,0.2080,0.05,-0.2788,1.2790,-0.00010
38772,beta2,-2.6210,0.7085,1000,-3.70,0.0002,0.05,-4.0113,-1.2307,-0.00011
38772,sig2,0.6236,0.3800,1000,1.64,0.1010,0.05,-0.1220,1.3692,0.000064
38772,fz,0.9632,0.5508,1000,1.75,0.0806,0.05,-0.1176,2.0440,-0.00007
38803,beta1,-3.6199,0.2616,1000,-13.84,<.0001,0.05,-4.1333,-3.1065,0.000039
38803,sig1,-11.1331,1.7155,1000,-6.49,<.0001,0.05,-14.4994,-7.7668,-1.57E-6
38803,beta2,-3.3871,0.2333,1000,-14.52,<.0001,0.05,-3.8448,-2.9293,-0.00002
38803,sig2,-10.4620,1.4012,1000,-7.47,<.0001,0.05,-13.2117,-7.7123,-4.16E-6
38803,fz,7.9024,1.0138,1000,7.79,<.0001,0.05,5.9129,9.8919,-6.43E-6
38809,beta1,-3.7977,0.3197,1000,-11.88,<.0001,0.05,-4.4252,-3.1703,0.000024
38809,sig1,-8.1014,72.4658,1000,-0.11,0.9110,0.05,-150.30,134.10,-1.25E-8
38809,beta2,-3.3300,0.2544,1000,-13.09,<.0001,0.05,-3.8292,-2.8307,2.319E-6
38809,sig2,-7.5400,49.1386,1000,-0.15,0.8781,0.05,-103.97,88.8866,5.951E-7
38809,fz,4.2396,27.3486,1000,0.16,0.8768,0.05,-49.4277,57.9068,-1.34E-8
39136,beta1,-3.4791,0.4727,1000,-7.36,<.0001,0.05,-4.4067,-2.5514,0.000021
39136,sig1,0.3965,0.2927,1000,1.35,0.1759,0.05,-0.1779,0.9709,0.000095
39136,beta2,-2.8904,0.5249,1000,-5.51,<.0001,0.05,-3.9204,-1.8604,0.000018
39136,sig2,0.5680,0.2796,1000,2.03,0.0425,0.05,0.01927,1.1167,0.000083
39136,fz,1.4179,0.3912,1000,3.62,0.0003,0.05,0.6503,2.1856,-0.00012
39165,beta1,-3.5848,0.5726,1000,-6.26,<.0001,0.05,-4.7084,-2.4612,-0.00032
39165,sig1,0.5149,0.3299,1000,1.56,0.1188,0.05,-0.1324,1.1623,0.000866
39165,beta2,-2.7478,0.5433,1000,-5.06,<.0001,0.05,-3.8139,-1.6817,0.000207
39165,sig2,0.5492,0.2986,1000,1.84,0.0662,0.05,-0.03674,1.1351,0.000428
39165,fz,1.4816,0.4156,1000,3.56,0.0004,0.05,0.6660,2.2972,0.000265
39167,beta1,-3.5891,0.5607,1000,-6.40,<.0001,0.05,-4.6894,-2.4888,0.001216
39167,sig1,0.4874,0.3286,1000,1.48,0.1383,0.05,-0.1574,1.1321,0.000646
39167,beta2,-2.8143,0.5437,1000,-5.18,<.0001,0.05,-3.8813,-1.7474,-0.00026
39167,sig2,0.5416,0.2992,1000,1.81,0.0706,0.05,-0.04559,1.1288,0.000932
39167,fz,1.3978,0.4168,1000,3.35,0.0008,0.05,0.5800,2.2157,-0.00289
39171,beta1,-3.1314,0.4883,1000,-6.41,<.0001,0.05,-4.0896,-2.1732,0.000343
39171,sig1,0.3087,0.3353,1000,0.92,0.3574,0.05,-0.3492,0.9667,0.000096
39171,beta2,-2.2975,0.4713,1000,-4.88,<.0001,0.05,-3.2223,-1.3727,0.000264
39171,sig2,0.3420,0.3080,1000,1.11,0.2670,0.05,-0.2623,0.9464,0.000892
39171,fz,1.2329,0.4285,1000,2.88,0.0041,0.05,0.3921,2.0738,0.000424
39173,beta1,-3.4664,0.4958,1000,-6.99,<.0001,0.05,-4.4392,-2.4935,-0.00021
39173,sig1,0.2676,0.3352,1000,0.80,0.4249,0.05,-0.3902,0.9253,-0.00110
39173,beta2,-3.0801,0.5923,1000,-5.20,<.0001,0.05,-4.2424,-1.9179,0.000173
39173,sig2,0.5075,0.3324,1000,1.53,0.1271,0.05,-0.1447,1.1597,0.000402
39173,fz,1.1781,0.4350,1000,2.71,0.0069,0.05,0.3245,2.0318,-0.00046
39453,beta1,-3.3698,1.0252,1000,-3.29,0.0010,0.05,-5.3815,-1.3581,-0.00005
39453,sig1,1.0322,0.3447,1000,2.99,0.0028,0.05,0.3558,1.7087,0.000105
39453,beta2,-2.1308,0.4248,1000,-5.02,<.0001,0.05,-2.9644,-1.2972,0.000135
39453,sig2,0.07463,0.3619,1000,0.21,0.8367,0.05,-0.6356,0.7848,0.000377
39453,fz,2.7378,7.5026,1000,0.36,0.7153,0.05,-11.9848,17.4605,0.000068
39558,beta1,-4.2804,0.2288,1000,-18.71,<.0001,0.05,-4.7294,-3.8315,-0.00126
39558,sig1,-0.09247,0.2369,1000,-0.39,0.6964,0.05,-0.5573,0.3724,0.000900
39558,beta2,-3.5246,0.3076,1000,-11.46,<.0001,0.05,-4.1281,-2.9210,-2.11E81
39558,sig2,0.3597,0.1993,1000,1.80,0.0715,0.05,-0.03149,0.7508,-0.00255
39558,fz,6.3834,3.6518,1000,1.75,0.0808,0.05,-0.7826,13.5494,1.295E81
39559,beta1,-4.2804,0.2288,1000,-18.71,<.0001,0.05,-4.7294,-3.8315,-0.00126
39559,sig1,-0.09247,0.2369,1000,-0.39,0.6964,0.05,-0.5573,0.3724,0.000900
39559,beta2,-3.5246,0.3076,1000,-11.46,<.0001,0.05,-4.1281,-2.9210,-2.11E81
39559,sig2,0.3597,0.1993,1000,1.80,0.0715,0.05,-0.03149,0.7508,-0.00255
39559,fz,6.3834,3.6518,1000,1.75,0.0808,0.05,-0.7826,13.5494,1.295E81
39560,beta1,-4.2601,0,1000,I,<.0001,0.05,M,I,-0.01138
39560,sig1,-0.09829,0,1000,I,<.0001,0.05,M,I,-0.00016
39560,beta2,-3.5656,0,1000,I,<.0001,0.05,M,I,0.003792
39560,sig2,0.3883,0,1000,I,<.0001,0.05,M,I,0.011263
39560,fz,6.2207,0,1000,I,<.0001,0.05,M,I,-0.00038
39561,beta1,-4.1731,0,1000,I,<.0001,0.05,M,I,-1.85E81
39561,sig1,-0.1308,,1000,,,0.05,,,-0.00801
39561,beta2,-3.5766,,1000,,,0.05,,,0.000526
39561,sig2,0.3985,0,1000,I,<.0001,0.05,M,I,0.006264
39561,fz,6.3674,0,1000,I,<.0001,0.05,M,I,-0.00027
39562,beta1,-4.0863,0,1000,I,<.0001,0.05,M,I,0.034157
39562,sig1,-0.1228,0.2121,1000,-0.58,0.5627,0.05,-0.5390,0.2934,0.085293
39562,beta2,-3.5795,0.2000,1000,-17.89,<.0001,0.05,-3.9721,-3.1870,-0.07961
39562,sig2,0.4005,0.1783,1000,2.25,0.0249,0.05,0.05056,0.7504,-0.03936
39562,fz,6.3947,0,1000,I,<.0001,0.05,M,I,-1.29E81
39563,beta1,-3.9747,0.2245,1000,-17.71,<.0001,0.05,-4.4152,-3.5342,0.000482
39563,sig1,-0.06189,0.2133,1000,-0.29,0.7717,0.05,-0.4804,0.3566,0.000126
39563,beta2,-3.5831,0.3142,1000,-11.40,<.0001,0.05,-4.1997,-2.9664,-0.00025
39563,sig2,0.4073,0.1754,1000,2.32,0.0205,0.05,0.06297,0.7515,0.001285
39563,fz,1.7052,0.6405,1000,2.66,0.0079,0.05,0.4484,2.9620,0.001167
39576,beta1,-4.3632,0,1000,I,<.0001,0.05,M,I,-0.02485
39576,sig1,0.09932,,1000,,,0.05,,,0.018026
39576,beta2,-3.6757,,1000,,,0.05,,,0.021593
39576,sig2,0.4460,,1000,,,0.05,,,-0.03382
39576,fz,6.6388,,1000,,,0.05,,,-0.00014
39579,beta1,-4.8374,0,1000,I,<.0001,0.05,M,I,-1.64E81
39579,sig1,-5.0739,0,1000,I,<.0001,0.05,M,I,0.002580
39579,beta2,-4.4806,0,1000,I,<.0001,0.05,M,I,-1.74E81
39579,sig2,-5.6560,0,1000,I,<.0001,0.05,M,I,-0.00259
39579,fz,10.3102,0,1000,I,<.0001,0.05,M,I,0.003420
39584,beta1,-5.1209,0.4970,1000,-10.30,<.0001,0.05,-6.0962,-4.1456,0.000027
39584,sig1,-0.5657,0.9181,1000,-0.62,0.5379,0.05,-2.3673,1.2359,0.000138
39584,beta2,-4.9046,0.4393,1000,-11.17,<.0001,0.05,-5.7666,-4.0426,-0.00012
39584,sig2,-0.6882,0.4713,1000,-1.46,0.1446,0.05,-1.6130,0.2367,-0.00011
39584,fz,4.6913,,1000,,,0.05,,,-5.47E-6
39590,beta1,-2.4323,,1000,,,0.05,,,-0.06392
39590,sig1,-0.00188,,1000,,,0.05,,,0.002300
39590,beta2,-2.1042,,1000,,,0.05,,,0.068608
39590,sig2,-0.09847,,1000,,,0.05,,,0.022671
39590,fz,6.4084,,1000,,,0.05,,,-0.00018
39598,beta1,-2.3927,0.3164,1000,-7.56,<.0001,0.05,-3.0136,-1.7718,2.818E81
39598,sig1,-0.1642,0.2864,1000,-0.57,0.5666,0.05,-0.7263,0.3979,-0.04428
39598,beta2,-2.1369,0.2807,1000,-7.61,<.0001,0.05,-2.6877,-1.5860,-0.02531
39598,sig2,-0.2811,0.3084,1000,-0.91,0.3623,0.05,-0.8863,0.3241,-0.00466
39598,fz,6.4207,7.6138,1000,0.84,0.3993,0.05,-8.5202,21.3616,-0.00009
39599,beta1,-2.5819,,,,,,,,0
39599,sig1,1.3460,,,,,,,,0
39599,beta2,-2.5213,,,,,,,,0
39599,sig2,1.4699,,,,,,,,0
39599,fz,4.2166,,,,,,,,0
39602,beta1,-3.4618,0.6050,1000,-5.72,<.0001,0.05,-4.6490,-2.2746,0.000807
39602,sig1,1.0861,0.1784,1000,6.09,<.0001,0.05,0.7360,1.4362,0.000149
39602,beta2,-3.2678,0.7320,1000,-4.46,<.0001,0.05,-4.7042,-1.8313,0.000628
39602,sig2,1.2827,0.1834,1000,6.99,<.0001,0.05,0.9229,1.6426,0.000295
39602,fz,2.0310,0.3090,1000,6.57,<.0001,0.05,1.4246,2.6374,0.001046
39603,beta1,-3.4805,0.6147,1000,-5.66,<.0001,0.05,-4.6868,-2.2742,0.000845
39603,sig1,1.1047,0.1782,1000,6.20,<.0001,0.05,0.7550,1.4544,0.001963
39603,beta2,-3.2486,0.7253,1000,-4.48,<.0001,0.05,-4.6718,-1.8254,-0.00075
39603,sig2,1.2762,0.1827,1000,6.99,<.0001,0.05,0.9177,1.6346,-0.00250
39603,fz,2.0228,0.3076,1000,6.58,<.0001,0.05,1.4192,2.6264,0.000061
39604,beta1,-3.4736,0.6282,1000,-5.53,<.0001,0.05,-4.7063,-2.2409,-0.00066
39604,sig1,1.1235,0.1785,1000,6.29,<.0001,0.05,0.7733,1.4738,-0.00122
39604,beta2,-3.2530,0.7295,1000,-4.46,<.0001,0.05,-4.6846,-1.8214,0.001971
39604,sig2,1.2787,0.1834,1000,6.97,<.0001,0.05,0.9189,1.6385,0.002708
39604,fz,1.9280,0.2892,1000,6.67,<.0001,0.05,1.3605,2.4955,0.000138
39605,beta1,-3.4654,0.6748,1000,-5.14,<.0001,0.05,-4.7896,-2.1411,-0.00040
39605,sig1,1.1943,0.1800,1000,6.64,<.0001,0.05,0.8411,1.5476,0.000920
39605,beta2,-3.2503,0.7330,1000,-4.43,<.0001,0.05,-4.6887,-1.8119,0.000078
39605,sig2,1.2818,0.1838,1000,6.97,<.0001,0.05,0.9210,1.6425,0.000534
39605,fz,1.7566,0.2656,1000,6.61,<.0001,0.05,1.2355,2.2778,0.000753
39616,beta1,-3.8235,0.7108,1000,-5.38,<.0001,0.05,-5.2182,-2.4287,0.000719
39616,sig1,0.9200,0.2533,1000,3.63,0.0003,0.05,0.4229,1.4171,0.003596
39616,beta2,-3.3546,0.6277,1000,-5.34,<.0001,0.05,-4.5864,-2.1228,-0.00217
39616,sig2,0.8095,0.2508,1000,3.23,0.0013,0.05,0.3173,1.3016,-0.00417
39616,fz,2.3867,0.7394,1000,3.23,0.0013,0.05,0.9357,3.8378,-0.00045
39619,beta1,-1.5986,,,,,,,,0
39619,sig1,1.1667,,,,,,,,0
39619,beta2,-1.4791,,,,,,,,0
39619,sig2,1.4211,,,,,,,,0
39619,fz,5.0410,,,,,,,,0
39743,beta1,-8.1057,,1000,,,0.05,,,-9.30202
39743,sig1,1.0650,,1000,,,0.05,,,-19.7825
39743,beta2,-5.6892,0.08988,1000,-63.30,<.0001,0.05,-5.8655,-5.5128,10.4436
39743,sig2,0.5769,0.1918,1000,3.01,0.0027,0.05,0.2004,0.9533,14.5283
39743,fz,3.1676,,1000,,,0.05,,,0.63598
39746,beta1,-6.8657,0,1000,I,<.0001,0.05,M,I,-1.63716
39746,sig1,0.9083,0,1000,I,<.0001,0.05,M,I,-5.01E81
39746,beta2,-7.1409,0,1000,I,<.0001,0.05,M,I,1.174E81
39746,sig2,1.0290,0,1000,I,<.0001,0.05,M,I,4.712E81
39746,fz,6.3260,0,1000,I,<.0001,0.05,M,I,-0.00051
40487,beta1,-3.1955,0,1000,I,<.0001,0.05,M,I,-0.00596
40487,sig1,0.1754,0,1000,I,<.0001,0.05,M,I,0.003670
40487,beta2,-3.1007,0,1000,I,<.0001,0.05,M,I,-0.00494
40487,sig2,-0.6254,,1000,,,0.05,,,-0.00029
40487,fz,6.3568,,1000,,,0.05,,,-0.00001
40672,beta1,-3.1184,,1000,,,0.05,,,0
40672,sig1,0.2024,0,1000,I,<.0001,0.05,M,I,7.951E81
40672,beta2,-3.9095,,1000,,,0.05,,,0
40672,sig2,0.7337,0,1000,I,<.0001,0.05,M,I,0.067292
40672,fz,6.8645,0,1000,I,<.0001,0.05,M,I,-1.22E81
40673,beta1,-3.0365,,1000,,,0.05,,,-2.37E81
40673,sig1,-0.01967,0,1000,I,<.0001,0.05,M,I,-0.92347
40673,beta2,-3.1803,,1000,,,0.05,,,2.287E81
40673,sig2,0.09416,0,1000,I,<.0001,0.05,M,I,-8.74E81
40673,fz,6.8209,,1000,,,0.05,,,1.222E81
